price,community,layout,perprice,region,area,payment,year,orientation,type,floor,renovation,elevator
56,昌建君悦府,3室2厅2卫,6022,市中区－城西－石羊大道北段,93,16.8,2018,南北,普通住宅,中层(共30层),毛坯,有
78.2,翡翠国际社区,3室2厅1卫,8937,东兴区－东兴－汉安大道西段927号,87.5,23.46,2014,南北,普通住宅,低层(共26层),精装修,有
57,凤凰城,3室2厅1卫,6951,"资中县－资中城区－321国道,近资州大道",82,17.1,2014,南,普通住宅,中层(共26层),精装修,有
95.8,西湖逸品,3室2厅1卫,9038,隆昌市－隆昌城区－隆华路一段51号,106,28.74,2017,东南,普通住宅,高层(共29层),精装修,有
70.8,加州蓝湾,3室2厅2卫,5446,东兴区－新六中－临江路548号,130,21.24,2010,南北,普通住宅,高层(共28层),精装修,有
79.6,邦泰国际社区御峰,3室2厅1卫,9256,东兴区－三湾路－双凤路,86,23.88,2016,南北,普通住宅,中层(共26层),精装修,有
57.8,金山晶座,3室2厅1卫,6061,资中县－资中城区－滨江西路236号,95.4,17.34,2014,南北,普通住宅,中层(共30层),毛坯,有
78,鸿通春天江与城,3室2厅2卫,9873,"东兴区－东兴－兰桂大道,近北环路",79,23.4,2016,南北,普通住宅,中层(共33层),精装修,有
69.8,现代国际,3室2厅2卫,7122,资中县－资中城区－资州大道南一段46号,98,20.94,2015,南北,普通住宅,低层(共29层),精装修,有
46.8,远达世纪城,3室2厅2卫,5258,资中县－资中城区－凤鸣路,89,14.04,2020,南北,普通住宅,中层(共25层),毛坯,有
54,金科集美星辰,3室2厅2卫,5684,市中区－城西－汉安大道西段,95,16.2,2019,南,普通住宅,中层(共23层),精装修,有
55.8,凤凰城,3室2厅2卫,5694,"资中县－资中城区－321国道,近资州大道",98,16.74,2014,南北,普通住宅,中层(共33层),毛坯,有
52.8,现代国际,3室2厅2卫,5913,资中县－资中城区－资州大道南一段46号,89.3,15.84,2015,南北,普通住宅,高层(共29层),毛坯,有
69.8,船城首座,3室2厅2卫,7822,资中县－资中城区－滨江西路,89.2,20.94,2015,南北,普通住宅,中层(共33层),精装修,有
69.3,传化广场锦城A区,3室2厅2卫,6300,东兴区－三湾路－汉安大道,110,20.79,2019,南北,普通住宅,高层(共29层),毛坯,有
55,甜城国际社区A区,3室2厅1卫,5851,市中区－城西－石羊大道北段,94,16.5,2019,南北,普通住宅,中层(共25层),毛坯,有
65.8,传化广场锦城A区,3室2厅1卫,7000,东兴区－三湾路－汉安大道,94,19.74,2020,南北,普通住宅,中层(共33层),毛坯,有
63.4,紫云府小区,3室2厅1卫,7279,隆昌市－隆昌城区－隆华西路,87.1,19.02,2016,南北,普通住宅,中层(共26层),毛坯,有
66.8,金山一品,3室2厅2卫,6614,"资中县－资中城区－资州大道,近抚琴街",101,20.04,2015,南北,普通住宅,低层(共29层),精装修,有
69.6,鸿通春天江与城,3室2厅1卫,9405,"东兴区－东兴－兰桂大道,近北环路",74,20.88,2017,南北,普通住宅,中层(共33层),豪华装修,有
61.8,凤凰城,3室2厅2卫,6274,"资中县－资中城区－321国道,近资州大道",98.5,18.54,2014,南北,普通住宅,中层(共31层),毛坯,有
57.8,凤凰城,3室2厅1卫,7101,"资中县－资中城区－321国道,近资州大道",81.4,17.34,2013,南北,普通住宅,中层(共33层),精装修,有
57.7,西城时代,3室2厅1卫,6481,市中区－城西－甜城大道505号,89,17.3,2019,南北,普通住宅,低层(共26层),精装修,有
62,城南1号东苑小区,3室2厅2卫,6764,资中县－资中城区－资州大道,91.7,18.6,2015,南北,普通住宅,低层(共28层),毛坯,有
70.8,汉安国际,3室2厅2卫,5950,东兴区－月儿湾－汉安大道西128号,119,21.24,2010,南北,普通住宅,高层(共28层),精装修,有
78,城南1号东苑小区,3室2厅2卫,8764,资中县－资中城区－资州大道,89,23.4,2016,南北,普通住宅,中层(共29层),精装修,有
56.8,凤凰城,3室2厅2卫,5914,"资中县－资中城区－321国道,近资州大道",96,17.04,2018,南北,普通住宅,高层(共26层),毛坯,有
70,恒大锦城,3室2厅2卫,6542,资中县－资中城区－凤祥中路,107,21,2019,南北,普通住宅,高层(共19层),精装修,有
41.8,凯利融城,3室2厅1卫,4297,资中县－资中城区－资州大道269号,97.3,12.54,2019,南北,普通住宅,高层(共25层),毛坯,有
81.8,海棠雅居,3室2厅2卫,9738,东兴区－月儿湾－大千路869号,84,24.54,2010,南北,普通住宅,中层(共25层),精装修,有
65,万达中央华城2期,3室2厅2卫,7303,东兴区－东兴－栖霞路599号,89,19.5,2015,南北,普通住宅,中层(共30层),毛坯,有
52.8,凤凰城,3室2厅2卫,5722,"资中县－资中城区－321国道,近资州大道",92.3,15.84,2014,南北,普通住宅,低层(共25层),毛坯,有
49.8,甜城国际社区A区,3室2厅1卫,5242,市中区－城西－石羊大道北段,95,14.94,2019,南北,普通住宅,中层(共25层),毛坯,有
79.8,邦泰国际公馆(东区),3室2厅1卫,8769,"东兴区－新六中－大千路,近北环路",91,23.94,2012,南北,普通住宅,中层(共32层),精装修,有
58.8,金科集美天宸,3室2厅2卫,5822,"市中区－城西－甜城大道,近汉渝大道",101,17.64,2019,南北,普通住宅,低层(共28层),毛坯,有
71.8,观岭国际社区,3室2厅1卫,7180,隆昌市－隆昌城区－环城南路三段415号,100,21.54,2017,南北,普通住宅,高层(共26层),精装修,有
70.8,花满庭,3室2厅2卫,5057,东兴区－新六中－汉安大道西380号,140,21.24,2010,南北,普通住宅,高层(共26层),精装修,有
69.8,凤凰城,3室2厅2卫,7587,"资中县－资中城区－321国道,近资州大道",92,20.94,2016,南北,普通住宅,低层(共28层),豪华装修,有
67.8,现代国际,3室2厅2卫,6848,资中县－资中城区－资州大道南一段46号,99,20.34,2017,南北,普通住宅,高层(共29层),精装修,有
73,江语丽府,3室2厅2卫,6635,资中县－资中城区－滨江东路399号,110,21.89,2014,南北,普通住宅,高层(共26层),精装修,有
45.5,传化广场锦园,3室2厅2卫,6319,东兴区－三湾路－汉安大道,72,13.65,2019,南北,公寓,中层(共26层),毛坯,有
66,金科翡翠公园,3室2厅2卫,6286,"东兴区－三湾路－321国道,近汉安大道",105,19.8,2019,南北,普通住宅,中层(共26层),毛坯,有
58,中铁城市中心,3室2厅2卫,6105,"资中县－资中城区－资州大道,近春岚北路",95,17.4,2014,南,普通住宅,高层(共29层),毛坯,有
63.8,海棠雅居,3室2厅2卫,7550,东兴区－月儿湾－大千路869号,84.5,19.14,2008,南北,普通住宅,低层(共25层),精装修,有
62.8,现代国际,3室2厅2卫,6299,资中县－资中城区－资州大道南一段46号,99.7,18.84,2011,南北,普通住宅,低层(共28层),精装修,有
57.8,凤凰城,3室2厅2卫,5898,"资中县－资中城区－321国道,近资州大道",98,17.34,2013,南北,普通住宅,中层(共33层),毛坯,有
72.6,观岭国际社区,3室2厅1卫,7642,隆昌市－隆昌城区－环城南路三段415号,95,21.78,2013,南,普通住宅,高层(共28层),精装修,有
79,世纪滨江二期,3室2厅2卫,6475,市中区－城西－团结街221号,122,23.7,2010,南北,普通住宅,中层(共32层),精装修,有
67.8,邦泰国际公馆(西区),3室2厅2卫,7451,东兴区－新六中－北环路888号,91,20.34,2016,南北,普通住宅,高层(共27层),毛坯,有
69.8,船城首座,3室2厅2卫,7843,资中县－资中城区－滨江西路,89,20.94,2015,南北,普通住宅,中层(共30层),精装修,有
64.8,海棠雅居,3室2厅2卫,7714,东兴区－月儿湾－大千路869号,84,19.44,2010,南北,普通住宅,低层(共24层),简单装修,有
65.6,万达中央华城2期,3室2厅2卫,7371,东兴区－东兴－栖霞路599号,89,19.68,2016,南北,普通住宅,中层(共32层),毛坯,有
68.8,现代国际,3室2厅2卫,7679,资中县－资中城区－资州大道南一段46号,89.6,20.64,2013,南北,普通住宅,低层(共29层),精装修,有
58.6,城南1号东苑小区,3室2厅2卫,6584,资中县－资中城区－资州大道,89,17.58,2017,南北,普通住宅,中层(共33层),精装修,有
56,现代国际,3室2厅2卫,5617,资中县－资中城区－资州大道南一段46号,99.7,16.8,2013,南北,普通住宅,高层(共28层),毛坯,有
63.8,船城首座,3室2厅2卫,7169,资中县－资中城区－滨江西路,89,19.14,2015,南北,普通住宅,低层(共26层),精装修,有
55.8,新华维港城,3室2厅2卫,5874,市中区－城西－石羊大道北段222号,95,16.74,2019,南北,普通住宅,高层(共25层),毛坯,有
69.8,凤凰城,3室2厅2卫,7587,"资中县－资中城区－321国道,近资州大道",92,20.94,2016,南北,普通住宅,低层(共28层),豪华装修,有
67.8,现代国际,3室2厅2卫,6848,资中县－资中城区－资州大道南一段46号,99,20.34,2013,南北,普通住宅,高层(共28层),精装修,有
53.8,昌建君悦府,3室2厅1卫,5785,市中区－城西－石羊大道北段,93,16.14,2019,南北,普通住宅,高层(共18层),毛坯,有
65.8,金山一品,3室2厅2卫,6515,"资中县－资中城区－资州大道,近抚琴街",101,19.74,2014,南北,普通住宅,低层(共28层),精装修,有
76.8,汉安天地,3室2厅2卫,7314,东兴区－新六中－汉安大道西段888号,105,23.04,2016,南北,普通住宅,中层(共32层),毛坯,有
57.8,凤凰城,3室2厅1卫,7225,"资中县－资中城区－321国道,近资州大道",80,17.34,2013,南北,普通住宅,中层(共26层),精装修,有
55.8,现代国际,3室2厅2卫,5597,资中县－资中城区－资州大道南一段46号,99.7,16.74,2013,南北,普通住宅,高层(共28层),毛坯,有
73.8,鸿通春天江与城,3室2厅1卫,6709,"东兴区－东兴－兰桂大道,近北环路",110,22.14,2015,南北,普通住宅,中层(共33层),精装修,有
68.8,金山国际,3室2厅2卫,5593,东兴区－新六中－晨望路8号,123,20.64,2007,南北,普通住宅,低层(共28层),精装修,有
78,江语丽府,3室2厅2卫,6341,资中县－资中城区－滨江东路399号,123,23.4,2014,南北,普通住宅,高层(共28层),毛坯,有
103,天成国际,3室2厅2卫,9626,东兴区－东兴－兴盛路东段485号,107,30.9,2016,南北,普通住宅,低层(共28层),精装修,有
62.8,金山一品,3室2厅2卫,6667,"资中县－资中城区－资州大道,近抚琴街",94.2,18.84,2014,南北,普通住宅,高层(共18层),精装修,有
57.8,凤凰城,3室2厅2卫,5898,"资中县－资中城区－321国道,近资州大道",98,17.34,2013,南北,普通住宅,中层(共33层),毛坯,有
61,城南1号东苑小区,3室2厅2卫,6655,资中县－资中城区－资州大道,91.7,18.3,2017,南北,普通住宅,低层(共28层),毛坯,有
59,上府国奥公馆,3室2厅2卫,5935,"资中县－资中城区－成渝上街,近321国道",99.4,17.7,2018,南北,普通住宅,高层(共26层),毛坯,有
82.8,邦泰国际社区御峰,3室2厅1卫,9628,东兴区－三湾路－双凤路,86,24.84,2017,南北,普通住宅,中层(共33层),精装修,有
60,财富国际,3室2厅1卫,6742,"资中县－资中城区－资州大道,近祥云街",89,18,2014,南北,普通住宅,高层(共28层),精装修,有
100,西湖逸品,3室2厅2卫,8772,隆昌市－隆昌城区－隆华路一段51号,114,30,2014,南北,普通住宅,低层(共27层),精装修,有
85,金科公园王府,3室2厅1卫,9884,"东兴区－新六中－大千路,近玉屏街",86,25.5,2013,南北,普通住宅,低层(共28层),精装修,有
68.8,现代国际,3室2厅2卫,7730,资中县－资中城区－资州大道南一段46号,89,20.64,2014,南北,普通住宅,中层(共29层),精装修,有
70.8,御都花园,4室2厅2卫,6436,资中县－资中城区－春岚北路,110,21.24,2018,南,普通住宅,低层(共26层),毛坯,有
75.6,蜀东丽府,4室2厅2卫,7200,"隆昌市－隆昌城区－白塔路,近隆泸大道",105,22.68,2010,南北,普通住宅,高层(共29层),精装修,有
54.8,万晟城华府,2室2厅1卫,6859,"东兴区－月儿湾－汉安大道,近321国道",79.9,16.44,2015,南北,普通住宅,低层(共28层),精装修,有
23.8,金色夏威夷,1室1厅1卫,4958,"资中县－资中城区－资州大道,近春岚北路",48,7.14,2016,南,普通住宅,低层(共28层),精装修,有
81.8,花满庭,4室2厅2卫,7175,东兴区－新六中－汉安大道西380号,114,24.54,2014,南北,普通住宅,低层(共26层),精装修,有
85.8,世纪滨江二期,4室2厅2卫,7559,市中区－城西－团结街221号,113.5,25.74,2014,南北,普通住宅,中层(共32层),精装修,有
42.8,凤凰城,2室2厅1卫,5668,"资中县－资中城区－321国道,近资州大道",75.5,12.84,2018,南北,普通住宅,低层(共28层),毛坯,有
88,时代晶座,4室2厅2卫,6354,资中县－资中城区－城南东大道,138.5,26.4,2011,南北,普通住宅,高层(共17层),精装修,有
65,浩盛甜城印象,4室2厅2卫,5000,"市中区－城西－甜城大道,近汉渝大道",130,19.5,2019,南北,普通住宅,中层(共25层),毛坯,有
29,英伦世家,2室1厅1卫,6304,"市中区－城西－内资路,汉渝大道",46,8.7,2012,南北,普通住宅,低层(共26层),精装修,有
43.6,嘉云庭,2室2厅1卫,5590,东兴区－三湾路－兴盛路东段520号,78,13.08,2018,南北,普通住宅,中层(共28层),毛坯,有
43.8,城东尚景,1室2厅1卫,6952,隆昌市－隆昌城区－成渝中路325号,63,13.14,2012,南北,普通住宅,高层(共27层),精装修,有
22.8,兆信中心,1室1厅1卫,5429,东兴区－新六中－汉安大道西段888号,42,6.84,2020,南北,普通住宅,中层(共30层),毛坯,有
48.8,大千豪庭,2室2厅1卫,7072,东兴区－月儿湾－眺洲路18号,69,14.64,2010,南北,普通住宅,高层(共27层),精装修,有
55.8,锦华都,2室2厅1卫,7440,东兴区－月儿湾－汉安大道东段888号,75,16.74,2015,南北,普通住宅,低层(共28层),精装修,有
38,苌弘丽景,2室2厅1卫,4967,"资中县－资中城区－苌弘路,平安大道",76.5,11.4,2012,南北,普通住宅,低层(共26层),毛坯,有
93.8,卢浮春天,4室2厅3卫,7444,东兴区－月儿湾－东兴大道1666号,126,28.14,2012,南北,普通住宅,低层(共24层),精装修,有
69,金山兰桂1号,2室2厅1卫,9218,东兴区－月儿湾－兰桂大道222号,74.9,20.7,2010,南北,普通住宅,高层(共28层),精装修,有
95.8,万达中央华城,4室2厅2卫,8119,东兴区－东兴周边－兰桂大道442号,118,28.74,2015,南,普通住宅,中层(共32层),豪华装修,有
49.6,大千华庭,2室2厅1卫,6200,东兴区－新六中－天河街8号,80,14.88,2012,南北,普通住宅,中层(共33层),精装修,有
61.6,星耀香颂湖,2室2厅1卫,8556,"东兴区－月儿湾－栖霞路,近清溪路",72,18.48,2014,南北,普通住宅,低层(共25层),精装修,有
68,翡翠国际社区,2室2厅1卫,8038,东兴区－东兴－汉安大道西段927号,84.6,20.4,2015,南北,普通住宅,低层(共28层),精装修,有
69.8,远达西城郡,2室2厅1卫,9484,隆昌市－隆昌城区－中山路二段69号,73.6,20.94,2015,南北,普通住宅,高层(共15层),精装修,无
51.8,江城花园,2室2厅1卫,6279,市中区－城西－江华街6号,82.5,15.54,2011,南北,普通住宅,中层(共28层),精装修,有
76,南亚风情,4室2厅2卫,7525,东兴区－月儿湾－兴盛路768号,101,22.8,2013,南北,普通住宅,高层(共29层),精装修,有
138,西湖郦景,2室2厅2卫,12545,"隆昌市－隆昌城区－隆华路,近万隆路",110,41.4,2014,南北,普通住宅,低层(共28层),精装修,有
66,北关新城和坊,2室2厅1卫,8049,隆昌市－隆昌城区－大北街121号,82,19.8,2010,南,普通住宅,中层(共25层),精装修,无
86,时代晶座,4室2厅2卫,6209,资中县－资中城区－城南东大道,138.5,25.8,2015,南北,普通住宅,高层(共17层),精装修,有
84.8,花满庭,4室2厅2卫,7374,东兴区－新六中－汉安大道西380号,115,25.44,2012,南,普通住宅,低层(共25层),豪华装修,有
64.8,嘉和宽庭,2室2厅1卫,8100,隆昌市－隆昌城区－古宇路261号,80,19.44,2015,南北,普通住宅,中层(共29层),精装修,有
52.8,银桦壹号,2室2厅1卫,6069,威远县－威远城区－二环路,87,15.84,2013,南北,普通住宅,高层(共18层),精装修,有
62,财富国际,4室2厅2卫,5709,"资中县－资中城区－资州大道,近祥云街",108.6,18.6,2015,南北,普通住宅,高层(共29层),毛坯,有
71.8,嘉云庭,4室2厅2卫,7978,东兴区－三湾路－兴盛路东段520号,90,21.54,2018,南北,普通住宅,中层(共32层),豪华装修,有
72.6,西湖国际,2室2厅1卫,8631,"隆昌市－隆昌城区－环城南路,近万隆路",84.1,21.78,2015,南北,普通住宅,中层(共30层),精装修,有
64.8,西林盛景,2室2厅1卫,7855,东兴区－月儿湾－汉安大道376号,82.5,19.44,2010,南北,普通住宅,中层(共26层),精装修,有
38.8,上海花园,2室1厅1卫,6467,东兴区－月儿湾－中兴路,60,11.64,2014,南北,普通住宅,中层(共28层),精装修,有
86.8,凯利翡翠园2期,4室2厅3卫,8594,资中县－资中城区－春岚北路,101,26.04,2019,南北,普通住宅,高层(共16层),精装修,有
76,昌建君悦府,4室2厅2卫,6080,市中区－城西－石羊大道北段,125,22.8,2020,南北,普通住宅,中层(共32层),毛坯,有
61.8,雄飞国际新城,4室2厅2卫,4944,"威远县－威远城区－东风北路,近小河东路",125,18.54,2017,西北,普通住宅,中层(共31层),毛坯,有
56.8,中铁城市中心,2室2厅1卫,7645,"资中县－资中城区－资州大道,近春岚北路",74.3,17.04,2014,南北,普通住宅,低层(共29层),精装修,有
70,中铁城市中心,3室2厅2卫,6796,"资中县－资中城区－资州大道,近春岚北路",103,21,2015,南北,普通住宅,高层(共19层),毛坯,有
42.8,凤凰城,2室2厅1卫,5669,"资中县－资中城区－321国道,近资州大道",75.5,12.84,2016,南北,普通住宅,低层(共29层),精装修,有
62,城南1号东苑小区,3室2厅2卫,6764,资中县－资中城区－资州大道,91.7,18.6,2016,南北,普通住宅,低层(共28层),毛坯,有
61.6,星耀香颂湖,2室2厅1卫,8556,"东兴区－月儿湾－栖霞路,近清溪路",72,18.48,2014,南北,普通住宅,低层(共25层),精装修,有
68,翡翠国际社区,2室2厅1卫,8038,东兴区－东兴－汉安大道西段927号,84.6,20.4,2015,南北,普通住宅,低层(共28层),精装修,有
69.8,远达西城郡,2室2厅1卫,9484,隆昌市－隆昌城区－中山路二段69号,73.6,20.94,2015,南北,普通住宅,高层(共15层),精装修,无
51.8,江城花园,2室2厅1卫,6279,市中区－城西－江华街6号,82.5,15.54,2011,南北,普通住宅,中层(共28层),精装修,有
76,南亚风情,4室2厅2卫,7525,东兴区－月儿湾－兴盛路768号,101,22.8,2013,南北,普通住宅,高层(共29层),精装修,有
138,西湖郦景,2室2厅2卫,12545,"隆昌市－隆昌城区－隆华路,近万隆路",110,41.4,2014,南北,普通住宅,低层(共28层),精装修,有
66,北关新城和坊,2室2厅1卫,8049,隆昌市－隆昌城区－大北街121号,82,19.8,2010,南,普通住宅,中层(共25层),精装修,无
86,时代晶座,4室2厅2卫,6209,资中县－资中城区－城南东大道,138.5,25.8,2015,南北,普通住宅,高层(共17层),精装修,有
84.8,花满庭,4室2厅2卫,7374,东兴区－新六中－汉安大道西380号,115,25.44,2012,南,普通住宅,低层(共25层),豪华装修,有
64.8,嘉和宽庭,2室2厅1卫,8100,隆昌市－隆昌城区－古宇路261号,80,19.44,2015,南北,普通住宅,中层(共29层),精装修,有
52.8,银桦壹号,2室2厅1卫,6069,威远县－威远城区－二环路,87,15.84,2013,南北,普通住宅,高层(共18层),精装修,有
62,财富国际,4室2厅2卫,5709,"资中县－资中城区－资州大道,近祥云街",108.6,18.6,2015,南北,普通住宅,高层(共29层),毛坯,有
71.8,嘉云庭,4室2厅2卫,7978,东兴区－三湾路－兴盛路东段520号,90,21.54,2018,南北,普通住宅,中层(共32层),豪华装修,有
72.6,西湖国际,2室2厅1卫,8631,"隆昌市－隆昌城区－环城南路,近万隆路",84.1,21.78,2015,南北,普通住宅,中层(共30层),精装修,有
64.8,西林盛景,2室2厅1卫,7855,东兴区－月儿湾－汉安大道376号,82.5,19.44,2010,南北,普通住宅,中层(共26层),精装修,有
38.8,上海花园,2室1厅1卫,6467,东兴区－月儿湾－中兴路,60,11.64,2014,南北,普通住宅,中层(共28层),精装修,有
86.8,凯利翡翠园2期,4室2厅3卫,8594,资中县－资中城区－春岚北路,101,26.04,2019,南北,普通住宅,高层(共16层),精装修,有
76,昌建君悦府,4室2厅2卫,6080,市中区－城西－石羊大道北段,125,22.8,2020,南北,普通住宅,中层(共32层),毛坯,有
83.2,花满庭,4室2厅2卫,6209,东兴区－新六中－汉安大道西380号,134,24.96,2012,南北,普通住宅,低层(共26层),精装修,有
61.8,雄飞国际新城,4室2厅2卫,4944,"威远县－威远城区－东风北路,近小河东路",125,18.54,2017,西北,普通住宅,中层(共31层),毛坯,有
56.8,中铁城市中心,2室2厅1卫,7645,"资中县－资中城区－资州大道,近春岚北路",74.3,17.04,2014,南北,普通住宅,低层(共29层),精装修,有
88.8,中铁城市中心,4室2厅2卫,7039,"资中县－资中城区－资州大道,近春岚北路",126.2,26.64,2015,南北,普通住宅,中层(共31层),毛坯,有
51,凯利融城,2室2厅1卫,6381,资中县－资中城区－资州大道269号,79.9,15.3,2013,南北,普通住宅,高层(共18层),精装修,有
46.8,英伦世家,2室2厅1卫,6078,"市中区－城西－内资路,汉渝大道",77,14.04,2016,南北,普通住宅,低层(共28层),精装修,有
65,世纪滨江一期,2室2厅1卫,6915,市中区－城西－团结街29号,94,19.5,2010,南北,普通住宅,中层(共26层),精装修,有
56.8,邦泰铂仕公馆,2室2厅1卫,10357,东兴区－三湾路－兰桂大道,54.8,17.04,2016,南北,普通住宅,高层(共26层),精装修,有
24.8,英伦世家,2室1厅1卫,5905,"市中区－城西－内资路,汉渝大道",42,7.44,2015,南北,普通住宅,高层(共25层),精装修,有
49.9,春江明珠,2室2厅1卫,5736,隆昌市－隆昌城区－交通路,87,14.97,2019,南,普通住宅,中层(共28层),毛坯,无
63.8,创宇春天花城,4室2厅2卫,5500,威远县－威远城区－东风北路,116,19.14,2019,东,普通住宅,高层(共28层),毛坯,有
65.8,中华园,4室2厅2卫,6589,资中县－资中城区－资州大道,99.9,19.74,2013,南北,普通住宅,低层(共28层),精装修,有
43,城东世纪城,2室2厅1卫,5972,隆昌市－隆昌城区－成渝北路东街76号,72,12.9,2010,南北,普通住宅,低层(共28层),简单装修,有
54.8,万晟城华府,2室2厅1卫,6859,"东兴区－月儿湾－汉安大道,近321国道",79.9,16.44,2015,南北,普通住宅,低层(共28层),精装修,有
66.8,观岭国际社区,2室2厅1卫,7506,隆昌市－隆昌城区－环城南路三段415号,89,20.04,2017,南北,普通住宅,高层(共26层),精装修,有
22.8,英伦世家,1室1厅1卫,6162,"市中区－城西－内资路,汉渝大道",37,6.84,2016,南北,普通住宅,高层(共28层),精装修,有
49.8,甜城国际社区A区,2室2厅1卫,6917,市中区－城西－石羊大道北段,72,14.94,2018,南北,普通住宅,中层(共25层),精装修,有
38,少公馆,1室1厅1卫,6667,东兴区－新六中－西林大道309号,57,11.4,2012,南北,普通住宅,低层(共24层),简单装修,无
63,西林盛景,2室2厅1卫,7646,东兴区－月儿湾－汉安大道376号,82.4,18.9,2007,南北,普通住宅,中层(共25层),精装修,有
78.9,南亚风情,4室2厅2卫,7735,东兴区－月儿湾－兴盛路768号,102,23.67,2013,南北,普通住宅,高层(共29层),精装修,有
38,荣威尚景,2室2厅1卫,5196,"威远县－威远城区－二环路,近顺城街",73.1,11.4,2016,南北,普通住宅,低层(共28层),精装修,有
58.8,汇宇一品,2室2厅1卫,7171,东兴区－新六中－汉安大道西段1087号,82,17.64,2013,东,普通住宅,低层(共25层),精装修,无
90.6,卢浮春天,4室2厅3卫,10897,东兴区－月儿湾－东兴大道1666号,83.1,27.18,2012,南北,普通住宅,低层(共24层),精装修,有
22,兆信中心,1室1厅1卫,5116,东兴区－新六中－汉安大道西段888号,43,6.6,2019,南北,公寓,中层(共32层),毛坯,有
78.8,嘉云庭,4室2厅2卫,7164,东兴区－三湾路－兴盛路东段520号,110,23.64,2016,东南,普通住宅,中层(共30层),精装修,有
33.8,荷枫水岸,1室1厅1卫,8335,市中区－城西－沿江路310号,40.6,10.14,2015,南北,普通住宅,低层(共28层),精装修,有
44.6,揽景苑,2室1厅1卫,7125,市中区－城西－新华路东2巷26号,62.6,13.38,2012,南北,普通住宅,高层(共18层),精装修,有
55.8,邦泰国际公馆(东区),2室2厅1卫,9458,"东兴区－新六中－大千路,近北环路",59,16.74,2015,南北,普通住宅,高层(共28层),精装修,有
52.8,西雅图金山城,2室2厅1卫,6175,东兴区－新六中－东兴大道1668号,85.5,15.84,2012,南,普通住宅,中层(共33层),简单装修,无
52.8,万晟城华府,2室2厅1卫,6680,"东兴区－月儿湾－汉安大道,近321国道",79,15.84,2017,南北,普通住宅,中层(共33层),毛坯,有
64.5,北晟名都,2室2厅1卫,7771,隆昌市－隆昌城区－大北街2段16号,83,19.35,2018,南北,普通住宅,高层(共29层),精装修,有
49.8,万晟城华府,2室2厅1卫,6225,"东兴区－月儿湾－汉安大道,近321国道",80,14.94,2018,南北,普通住宅,中层(共30层),毛坯,有
46.8,公园御景,2室2厅1卫,6985,市中区－城西－公园街458号,67,14.04,2010,南北,普通住宅,中层(共27层),精装修,有
55.8,汉安国际,2室2厅1卫,6414,东兴区－月儿湾－汉安大道西128号,87,16.74,2012,南北,普通住宅,中层(共28层),精装修,有
66.8,现代国际,4室2厅2卫,5658,资中县－资中城区－资州大道南一段46号,118.1,20.04,2014,南北,普通住宅,中层(共32层),毛坯,有
75.8,嘉云庭,4室2厅2卫,8499,东兴区－三湾路－兴盛路东段520号,89.2,22.74,2016,南北,普通住宅,中层(共33层),精装修,有
78.2,金色夏威夷(东兴),4室2厅2卫,8146,东兴区－新六中－汉安大道西917号,96,23.46,2014,南北,普通住宅,低层(共28层),精装修,有
64.6,北晟名都,2室2厅1卫,7783,隆昌市－隆昌城区－大北街2段16号,83,19.38,2018,南,普通住宅,高层(共29层),精装修,有
44.8,公园御景,2室2厅1卫,6687,市中区－城西－公园街458号,67,13.44,2015,南,普通住宅,中层(共26层),精装修,有
62,财富国际,4室2厅2卫,5709,"资中县－资中城区－资州大道,近祥云街",108.6,18.6,2015,南,普通住宅,高层(共29层),毛坯,有
