price,community,layout,perprice,region,area,payment,year,orientation,type,floor,renovation,elevator
83.8,花满庭,4室2厅2卫,5587,东兴区－新六中－汉安大道西380号,150,25.14,2012,南北,普通住宅,低层(共26层),精装修,有
79.8,南亚风情,4室2厅2卫,7189,东兴区－月儿湾－兴盛路768号,111,23.94,2010,南北,普通住宅,高层(共29层),精装修,有
62,财富国际,4室2厅2卫,5709,"资中县－资中城区－资州大道,近祥云街",108.6,18.6,2015,南,普通住宅,高层(共29层),毛坯,有
83.8,花满庭,4室2厅2卫,5587,东兴区－新六中－汉安大道西380号,150,25.14,2012,南北,普通住宅,低层(共26层),精装修,有
72.8,西湖国际,2室2厅1卫,8878,"隆昌市－隆昌城区－环城南路,近万隆路",82,21.84,2017,南北,普通住宅,中层(共30层),精装修,有
76.8,嘉云庭,4室2厅2卫,8613,东兴区－三湾路－兴盛路东段520号,89.2,23.04,2014,南北,普通住宅,中层(共33层),精装修,有
63.8,西林盛景,2室2厅1卫,7595,东兴区－月儿湾－汉安大道376号,84,19.14,2012,南北,普通住宅,中层(共26层),精装修,有
51.8,江语丽府,2室2厅1卫,5851,资中县－资中城区－滨江东路399号,88.5,15.54,2016,南北,普通住宅,中层(共26层),毛坯,有
65,北关新城和坊,2室2厅1卫,7927,隆昌市－隆昌城区－大北街121号,82,19.5,2013,南北,普通住宅,中层(共28层),精装修,无
66.8,北晟名都,2室2厅1卫,7952,隆昌市－隆昌城区－大北街2段16号,84,20.04,2017,南北,普通住宅,高层(共29层),精装修,有
58,世纪滨江一期,2室2厅1卫,6170,市中区－城西－团结街29号,94,17.4,2013,南北,普通住宅,中层(共26层),精装修,有
56.8,中铁城市中心,2室2厅1卫,7645,"资中县－资中城区－资州大道,近春岚北路",74.3,17.04,2015,南北,普通住宅,低层(共29层),精装修,有
62.8,内江万达广场,2室2厅1卫,8156,"东兴区－东兴－汉安大道,近兰桂大道",77,18.84,2012,南北,普通住宅,中层(共33层),精装修,无
93.8,卢浮春天,4室2厅3卫,11167,东兴区－月儿湾－东兴大道1666号,84,28.14,2013,南北,普通住宅,低层(共26层),精装修,有
95.8,卢浮春天,4室2厅2卫,11512,东兴区－月儿湾－东兴大道1666号,83.2,28.74,2011,南北,普通住宅,低层(共24层),豪华装修,有
50.8,江城花园,2室2厅1卫,6176,市中区－城西－江华街6号,82.3,15.24,2001,东西,普通住宅,中层(共28层),精装修,有
46.8,中铁城市中心,2室2厅1卫,6411,"资中县－资中城区－资州大道,近春岚北路",73,14.04,2015,南北,普通住宅,高层(共24层),毛坯,有
44.8,凤凰城,2室2厅1卫,5895,"资中县－资中城区－321国道,近资州大道",76,13.44,2015,南北,普通住宅,低层(共26层),毛坯,有
83.8,花满庭,4室2厅2卫,7351,东兴区－新六中－汉安大道西380号,114,25.14,2013,南北,普通住宅,低层(共26层),精装修,有
50.8,江城花园,2室2厅1卫,6120,市中区－城西－江华街6号,83,15.24,2012,南北,普通住宅,中层(共26层),精装修,有
82,西湖国际,2室2厅1卫,10000,"隆昌市－隆昌城区－环城南路,近万隆路",82,24.6,2015,南北,普通住宅,中层(共30层),精装修,有
45.6,金科集美星辰,2室2厅1卫,6333,市中区－城西－汉安大道西段,72,13.68,2019,南北,普通住宅,中层(共23层),毛坯,有
96.8,卢浮春天,4室2厅2卫,10000,东兴区－月儿湾－东兴大道1666号,96.8,29.04,2013,南北,普通住宅,高层(共18层),精装修,有
64.8,中华园,4室2厅2卫,6480,资中县－资中城区－资州大道,100,19.44,2013,南北,普通住宅,低层(共28层),精装修,有
89.6,卢浮春天,4室2厅3卫,10795,东兴区－月儿湾－东兴大道1666号,83,26.88,2010,西南,普通住宅,低层(共26层),精装修,有
66.8,现代国际,4室2厅2卫,5658,资中县－资中城区－资州大道南一段46号,118.1,20.04,2013,东,普通住宅,中层(共33层),毛坯,有
70.6,翡翠国际社区,2室2厅1卫,8506,东兴区－东兴－汉安大道西段927号,83,21.18,2015,南北,普通住宅,低层(共28层),精装修,无
78,花满庭,5室1厅1卫,6842,东兴区－新六中－汉安大道西380号,114,23.4,2011,南北,普通住宅,低层(共25层),精装修,有
49.8,翡翠国际社区,2室2厅1卫,9363,东兴区－东兴－汉安大道西段927号,53.2,14.94,2013,南北,普通住宅,中层(共26层),精装修,有
55,江语丽府,2室1厅1卫,6548,资中县－资中城区－滨江东路399号,84,16.5,2014,南北,普通住宅,高层(共26层),精装修,有
50.8,江城花园,2室2厅1卫,6176,市中区－城西－江华街6号,82.3,15.24,2012,南北,普通住宅,中层(共25层),精装修,有
49.8,邦泰国际社区,2室2厅1卫,6917,东兴区－月儿湾－兰桂大道,72,14.94,2018,南北,普通住宅,高层(共28层),毛坯,有
59.6,西林盛景,2室2厅1卫,7230,东兴区－月儿湾－汉安大道376号,82.4,17.87,2009,南北,普通住宅,中层(共24层),精装修,有
51.8,江城花园,2室2厅1卫,6298,市中区－城西－江华街6号,82.3,15.54,2013,南北,普通住宅,中层(共24层),精装修,有
112,翡翠国际社区,4室2厅2卫,9825,东兴区－东兴－汉安大道西段927号,114,33.6,2015,南北,普通住宅,中层(共28层),精装修,无
41.8,凤凰城,2室2厅1卫,5500,"资中县－资中城区－321国道,近资州大道",76,12.54,2013,南北,普通住宅,低层(共26层),精装修,有
59.8,邦泰铂仕公馆,2室2厅1卫,10904,东兴区－三湾路－兰桂大道,54.8,17.94,2016,南北,普通住宅,高层(共26层),精装修,有
56.8,邦泰国际公馆(东区),2室2厅1卫,8875,"东兴区－新六中－大千路,近北环路",64,17.04,2017,南北,普通住宅,低层(共28层),精装修,有
82,汉安天地,4室2厅2卫,9880,东兴区－新六中－汉安大道西段888号,83,24.6,2012,南北,普通住宅,中层(共32层),精装修,有
62,财富国际,4室2厅2卫,5688,"资中县－资中城区－资州大道,近祥云街",109,18.6,2013,南北,普通住宅,高层(共29层),精装修,有
113,翡翠国际社区,4室2厅2卫,8828,东兴区－东兴－汉安大道西段927号,128,33.9,2015,南北,普通住宅,中层(共28层),精装修,有
38,苌弘丽景,2室2厅1卫,4967,"资中县－资中城区－苌弘路,平安大道",76.5,11.4,2010,南北,普通住宅,低层(共26层),简单装修,有
43.9,甜城国际社区B区,2室2厅1卫,6218,市中区－城西－南鞍路,70.6,13.17,2019,南北,普通住宅,中层(共26层),毛坯,有
59.8,邦泰国际公馆(东区),2室2厅1卫,8543,"东兴区－新六中－大千路,近北环路",70,17.94,2017,南北,普通住宅,低层(共29层),精装修,有
43.8,凤凰城,2室2厅1卫,6041,"资中县－资中城区－321国道,近资州大道",72.5,13.14,2013,南北,普通住宅,高层(共26层),毛坯,有
65.8,中华园,4室2厅2卫,6589,资中县－资中城区－资州大道,99.9,19.74,2015,南北,普通住宅,低层(共28层),精装修,有
50.8,江城花园,2室2厅1卫,6120,市中区－城西－江华街6号,83,15.24,2012,南北,普通住宅,中层(共28层),精装修,有
78.8,江语丽府,2室2厅1卫,7904,资中县－资中城区－滨江东路399号,99.7,23.64,2015,南北,普通住宅,高层(共28层),豪华装修,有
66,汉安天地,4室2厅2卫,7857,东兴区－新六中－汉安大道西段888号,84,19.8,2015,南北,普通住宅,高层(共24层),毛坯,有
64.8,邦泰铂仕公馆,2室2厅1卫,8526,东兴区－三湾路－兰桂大道,76,19.44,2016,南北,普通住宅,中层(共33层),精装修,有
45.8,公园御景,2室2厅1卫,6836,市中区－城西－公园街458号,67,13.74,2015,南北,普通住宅,中层(共28层),精装修,有
53.6,万晟城峰阁,2室2厅1卫,8121,东兴区－三湾路－汉安大道东段111号,66,16.08,2016,北,普通住宅,高层(共27层),精装修,有
56.8,上府国奥公馆,4室2厅2卫,5714,"资中县－资中城区－成渝上街,近321国道",99.4,17.04,2018,南北,普通住宅,高层(共26层),毛坯,有
43.8,金科集美星辰,2室2厅1卫,6083,市中区－城西－汉安大道西段,72,13.14,2019,南,普通住宅,中层(共26层),毛坯,有
42,甜城国际社区A区,2室2厅1卫,5833,市中区－城西－石羊大道北段,72,12.6,2019,南北,普通住宅,中层(共25层),毛坯,有
180,四季康城,3室2厅3卫,10000,"东兴区－新六中－栖霞路,近北环路",180,54,2019,南北,别墅,共4层,毛坯,无
48,中铁城市中心,2室2厅1卫,6575,"资中县－资中城区－资州大道,近春岚北路",73,14.4,2015,南北,普通住宅,高层(共24层),毛坯,有
56.8,邦泰国际公馆(东区),2室2厅1卫,8875,"东兴区－新六中－大千路,近北环路",64,17.04,2017,南北,普通住宅,低层(共28层),精装修,有
44.8,凤凰城,2室2厅1卫,5919,"资中县－资中城区－321国道,近资州大道",75.7,13.44,2014,南北,普通住宅,低层(共26层),毛坯,有
56.8,邦泰铂仕公馆,2室2厅1卫,10327,东兴区－三湾路－兰桂大道,55,17.04,2018,南北,普通住宅,高层(共26层),精装修,有
62,财富国际,4室2厅2卫,5709,"资中县－资中城区－资州大道,近祥云街",108.6,18.6,2013,南北,普通住宅,高层(共29层),毛坯,有
46.8,翡翠国际社区,2室2厅1卫,8830,东兴区－东兴－汉安大道西段927号,53,14.04,2015,南北,普通住宅,中层(共28层),精装修,有
43.8,金科集美星辰,2室2厅1卫,6083,市中区－城西－汉安大道西段,72,13.14,2019,南,普通住宅,中层(共26层),毛坯,有
42,甜城国际社区A区,2室2厅1卫,5833,市中区－城西－石羊大道北段,72,12.6,2019,南北,普通住宅,中层(共25层),毛坯,有
180,四季康城,3室2厅3卫,10000,"东兴区－新六中－栖霞路,近北环路",180,54,2019,南北,别墅,共4层,毛坯,无
49.6,人民医院家属院,3室2厅2卫,3906,隆昌市－隆昌城区－隆泸大道254号,127,14.88,2001,南,普通住宅,中层(共7层),精装修,无
38.8,农业局宿舍,3室2厅1卫,3660,资中县－资中城区－花圃街202号,106,11.64,1998,南北,普通住宅,中层(共7层),精装修,无
50,人民医院家属院,3室2厅1卫,5056,隆昌市－隆昌城区－隆泸大道254号,98.9,15,2000,南北,普通住宅,低层(共7层),精装修,无
78.8,御都花园,3室2厅2卫,7577,资中县－资中城区－春岚北路,104,23.64,2015,南北,普通住宅,低层(共33层),精装修,有
65,人民医院家属院,3室2厅1卫,5909,隆昌市－隆昌城区－隆泸大道254号,110,19.5,2006,南北,普通住宅,高层(共12层),精装修,有
47.8,人民医院家属院,3室2厅1卫,4780,隆昌市－隆昌城区－隆泸大道254号,100,14.34,2000,南,普通住宅,中层(共7层),简单装修,无
46,人民医院家属院,3室2厅1卫,4600,隆昌市－隆昌城区－隆泸大道254号,100,13.8,1990,南北,普通住宅,中层(共7层),精装修,无
56,人民医院家属院,3室2厅2卫,4828,隆昌市－隆昌城区－隆泸大道254号,116,16.8,2009,南,普通住宅,高层(共7层),精装修,有
40.8,农业局宿舍,3室2厅1卫,3778,资中县－资中城区－花圃街202号,108,12.24,2010,南北,普通住宅,低层(共8层),精装修,无
38.8,农业局宿舍,3室2厅1卫,3660,资中县－资中城区－花圃街202号,106,11.64,2001,南北,普通住宅,中层(共7层),精装修,无
59.8,和喜御景台,3室2厅2卫,6165,"市中区－城西－甜城大道中段,近安居街",97,17.94,2019,南北,普通住宅,低层(共11层),毛坯,有
68.8,邦泰颐和上院,3室2厅2卫,7167,"东兴区－三湾路－兰桂大道,近双凤路",96,20.64,2019,南北,普通住宅,中层(共10层),毛坯,有
39.8,农业局宿舍,3室2厅1卫,3685,资中县－资中城区－花圃街202号,108,11.94,2000,南北,普通住宅,低层(共8层),精装修,无
58.8,广场花园,3室2厅2卫,4594,资中县－资中城区－东干道东376号,128,17.64,2008,南北,普通住宅,中层(共7层),简单装修,无
57,金山晶座,3室2厅2卫,6357,资中县－资中城区－滨江西路236号,89.7,17.1,2015,南北,普通住宅,中层(共30层),精装修,有
59.8,玉都花园B区,3室2厅1卫,5436,东兴区－月儿湾－兴盛路390号,110,17.94,2009,南北,普通住宅,中层(共6层),精装修,无
45.8,兴隆小区二期,3室2厅1卫,5388,"东兴区－三湾路－五星路,近兴隆路",85,13.74,2014,南北,普通住宅,低层(共6层),精装修,无
50,万为江南里,3室2厅2卫,5618,市中区－市中周边－石羊大道2388号,89,15,2020,南北,普通住宅,中层(共18层),毛坯,有
49.8,月亮街31号院,3室2厅1卫,4743,东兴区－月儿湾－月亮街31号,105,14.94,2003,南北,普通住宅,高层(共7层),精装修,无
33.8,花间集,3室2厅1卫,4630,隆昌市－隆昌城区－成渝中路373号,73,10.14,2001,东南,普通住宅,中层(共8层),精装修,无
56,百庆小区,3室2厅1卫,5185,隆昌市－隆昌城区－康复中路603号,108,16.8,1999,南北,普通住宅,低层(共7层),精装修,无
74.8,凯利翡翠园,3室2厅2卫,7446,"资中县－资中城区－和鸣大道,近东大道二段",100.5,22.44,2014,南北,普通住宅,低层(共11层),精装修,有
56.8,兴隆小区二期,3室2厅1卫,5979,"东兴区－三湾路－五星路,近兴隆路",95,17.04,2010,南北,普通住宅,中层(共6层),精装修,无
97.8,远达西城郡,3室2厅2卫,8288,隆昌市－隆昌城区－中山路二段69号,118,29.34,2018,南北,普通住宅,高层(共10层),毛坯,有
41.8,锦州佳苑,3室2厅1卫,4180,资中县－资中城区－成渝上街209号附57号,100,12.54,2004,南北,普通住宅,低层(共23层),精装修,无
55,公安局宿舍,3室2厅1卫,5189,"东兴区－新六中－西林大道,近兴盛路西段",106,16.5,2006,南,普通住宅,中层(共6层),精装修,无
47.8,金元亨小区,3室2厅1卫,4928,隆昌市－隆昌城区－春光路10号,97,14.34,2005,南北,普通住宅,高层(共7层),精装修,无
46.8,中心街327号院,3室2厅1卫,4727,隆昌市－隆昌城区－中心街327号,99,14.04,2002,南北,普通住宅,高层(共6层),精装修,无
28.8,黄家湾小区,3室2厅1卫,3120,市中区－城西－松山南路,92.3,8.64,2000,南北,普通住宅,高层(共7层),简单装修,无
65.8,现代国际,3室2厅1卫,6883,资中县－资中城区－资州大道南一段46号,95.6,19.74,2013,南北,普通住宅,中层(共33层),精装修,有
60.8,南亚风情,3室2厅2卫,2909,东兴区－月儿湾－兴盛路768号,209,18.24,2013,南北,普通住宅,高层(共6层),精装修,无
52.8,广汇花园,3室2厅1卫,5867,东兴区－东兴周边－兴隆路308号,90,15.84,2012,南北,普通住宅,高层(共9层),精装修,有
59,广场花园,3室2厅2卫,4609,资中县－资中城区－东干道东376号,128,17.7,2012,南北,普通住宅,高层(共7层),精装修,无
98.8,西湖郦景,3室2厅2卫,8233,"隆昌市－隆昌城区－隆华路,近万隆路",120,29.64,2018,南,普通住宅,低层(共30层),精装修,有
47.6,桐梓小区,3室2厅1卫,5950,东兴区－月儿湾－大千路299号,80,14.28,2006,南北,普通住宅,高层(共6层),精装修,无
67.2,广汇城市花园,3室2厅2卫,5053,东兴区－月儿湾－三号路666号,133,20.16,2007,南北,普通住宅,低层(共6层),精装修,无
42.8,武陵小区,3室2厅2卫,3218,资中县－资中城区－武陵大道,133,12.84,2003,南北,普通住宅,高层(共7层),精装修,无
71.8,凤凰城,3室2厅2卫,7305,"资中县－资中城区－321国道,近资州大道",98.3,21.54,2014,南北,普通住宅,低层(共33层),精装修,有
39.8,人民医院家属院,3室2厅1卫,3980,隆昌市－隆昌城区－隆泸大道254号,100,11.94,2000,南北,普通住宅,高层(共7层),简单装修,无
89.8,金科公园王府,3室2厅2卫,9978,"东兴区－新六中－大千路,近玉屏街",90,26.94,2015,东南,普通住宅,高层(共33层),精装修,有
45.8,新华路东三巷30号院,3室2厅1卫,4771,市中区－城西－新华路东三巷30号,96,13.74,2001,南北,普通住宅,低层(共6层),精装修,无
99.6,隆城1号,3室2厅2卫,9577,"隆昌市－隆昌城区－人民中路,近中山路",104,29.88,2018,南北,普通住宅,低层(共31层),精装修,有
69.8,金山一品,3室2厅2卫,8780,"资中县－资中城区－资州大道,近抚琴街",79.5,20.94,2013,南北,普通住宅,高层(共33层),精装修,有
60.6,邦泰大观府,3室2厅1卫,7481,"东兴区－三湾路－双凤路,近兰桂大道",81,18.18,2019,南北,普通住宅,高层(共16层),毛坯,有
38,北城垣巷124号院,3室2厅1卫,4691,市中区－城西－北城垣巷124号,81,11.4,2000,南北,普通住宅,中层(共9层),精装修,无
68.8,金山晶座,3室2厅1卫,7818,资中县－资中城区－滨江西路236号,88,20.64,2015,东,普通住宅,低层(共30层),精装修,有
35,大洲广场社区第一小区,3室1厅1卫,5124,市中区－城西－民族路185号,68.3,10.5,1995,南北,普通住宅,中层(共8层),精装修,无
48,武陵小区,3室2厅2卫,3750,资中县－资中城区－武陵大道,128,14.4,2004,南北,普通住宅,中层(共8层),精装修,无
59,玉都花园A区,3室2厅2卫,4275,东兴区－新六中－兴盛路西段156号,138,17.7,2008,南北,普通住宅,低层(共6层),精装修,无
70.8,西城郡华庭,3室2厅2卫,7375,隆昌市－隆昌城区－自荣路,96,21.24,2017,南北,普通住宅,中层(共17层),毛坯,有
48.8,兴隆小区二期,3室2厅1卫,5083,"东兴区－三湾路－五星路,近兴隆路",96,14.64,2014,南北,普通住宅,高层(共6层),精装修,无
53.8,蜀阳花园,3室2厅2卫,6482,资中县－资中城区－桂花街188号,83,16.14,2012,南北,普通住宅,低层(共7层),精装修,无
36,和平街社区,3室2厅1卫,3944,市中区－城西－桊子路,91.3,10.8,1999,西北,普通住宅,中层(共7层),简单装修,无
41.8,明景苑,3室2厅2卫,3667,资中县－资中城区－城南东干道268号,114,12.54,2006,南北,普通住宅,高层(共6层),精装修,无
67.2,广汇城市花园,3室2厅2卫,5053,东兴区－月儿湾－三号路666号,133,20.16,2005,南北,普通住宅,低层(共7层),精装修,无
71.8,凤凰城,3室2厅2卫,7305,"资中县－资中城区－321国道,近资州大道",98.3,21.54,2014,南北,普通住宅,低层(共33层),精装修,有
67.2,广汇城市花园,3室2厅2卫,5053,东兴区－月儿湾－三号路666号,133,20.16,2008,南北,普通住宅,低层(共6层),精装修,无
47.6,桐梓小区,3室2厅1卫,5289,东兴区－月儿湾－大千路299号,90,14.28,2009,南北,普通住宅,中层(共8层),精装修,无
48.8,凯利融城,3室2厅1卫,6100,资中县－资中城区－资州大道269号,80,14.64,2011,南北,普通住宅,中层(共23层),精装修,有
75.6,嘉和宽庭,3室2厅1卫,8308,隆昌市－隆昌城区－古宇路261号,91,22.68,2012,南北,普通住宅,低层(共31层),精装修,有
63.8,凯利融城,3室2厅2卫,6135,资中县－资中城区－资州大道269号,104,19.14,2012,南北,普通住宅,中层(共18层),精装修,有
52,丽景苑,3室2厅2卫,4031,资中县－资中城区－郁春路17号,129,15.6,2009,南北,普通住宅,中层(共7层),精装修,无
62.8,船城首座,3室2厅2卫,7033,资中县－资中城区－滨江西路,89.3,18.84,2015,南北,普通住宅,高层(共33层),精装修,有
56.8,百庆小区,3室2厅1卫,5259,隆昌市－隆昌城区－康复中路603号,108,17.04,2000,南北,普通住宅,低层(共7层),精装修,无
57,鸿通春天公园城,3室2厅2卫,8507,市中区－城西－松山南路135号,67,17.1,2016,南北,普通住宅,低层(共33层),精装修,有
46.8,教育园区,3室2厅1卫,4105,隆昌市－隆昌城区－飞泉正街2号,114,14.04,2003,南北,普通住宅,高层(共7层),精装修,无
82,鸿通春天江与城,3室2厅2卫,11389,"东兴区－东兴－兰桂大道,近北环路",72,24.6,2016,东北,普通住宅,高层(共33层),精装修,有
60,锦绣花园,3室2厅2卫,6322,"资中县－资中城区－东大道南三巷,近桂花街",94.9,18,2012,南北,普通住宅,低层(共7层),精装修,无
46.8,东林新城,3室2厅1卫,4634,资中县－资中城区－东林路,101,14.04,2006,南北,普通住宅,中层(共7层),精装修,无
43,大西街133号院,3室2厅1卫,4023,市中区－城西－大西街133号,106.9,12.9,1999,南北,普通住宅,高层(共9层),简单装修,无
32.6,花间集,3室2厅1卫,3361,隆昌市－隆昌城区－成渝中路373号,97,9.78,2002,南,普通住宅,低层(共7层),简单装修,无
56.5,金山晶座,3室2厅2卫,6278,资中县－资中城区－滨江西路236号,90,16.95,2012,南北,普通住宅,中层(共30层),精装修,有
92.8,金科公园王府,3室2厅2卫,10277,"东兴区－新六中－大千路,近玉屏街",90.3,27.84,2015,南北,普通住宅,高层(共33层),精装修,有
66.8,西怡苑,3室2厅2卫,5567,隆昌市－隆昌城区－康复西路一段198号,120,20.04,2006,南北,普通住宅,高层(共6层),精装修,无
61.8,东林坝棚户区改造1期,3室2厅2卫,5150,资中县－资中城区－东林路653号,120,18.54,2014,东,普通住宅,中层(共32层),精装修,有
52.8,万为江南里,3室2厅2卫,5933,市中区－市中周边－石羊大道2388号,89,15.84,2020,南北,普通住宅,中层(共18层),毛坯,有
68.8,广汇花园二期,3室2厅2卫,5173,"东兴区－月儿湾－兴隆路,近206省道",133,20.64,2009,南北,普通住宅,低层(共6层),简单装修,无
48.6,和喜御南台,3室2厅2卫,5306,"资中县－资中城区－资州大道,近春岚北路",91.6,14.58,2020,南北,普通住宅,中层(共17层),毛坯,有
69,西浦观邸第一城,3室2厅2卫,7664,市中区－城西－甜城大道南段488号,90,20.69,2015,南北,普通住宅,低层(共33层),精装修,有
54.8,金科公园王府,3室2厅1卫,6447,"东兴区－新六中－大千路,近玉屏街",85,16.44,2018,南北,普通住宅,低层(共33层),毛坯,有
67.2,广汇城市花园,3室2厅2卫,5053,东兴区－月儿湾－三号路666号,133,20.16,2005,南北,普通住宅,低层(共6层),精装修,无
52.8,爱丁堡,3室2厅1卫,5558,威远县－威远城区－外北路,95,15.84,2015,南北,普通住宅,低层(共18层),精装修,有
77.8,花满庭,3室2厅2卫,8021,东兴区－新六中－汉安大道西380号,97,23.34,2014,南北,普通住宅,高层(共30层),精装修,有
106,紫云府小区,3室2厅2卫,10928,隆昌市－隆昌城区－隆华西路,97,31.8,2018,南北,普通住宅,低层(共32层),精装修,有
67.8,西怡苑,3室2厅2卫,5650,隆昌市－隆昌城区－康复西路一段198号,120,20.34,2005,南北,普通住宅,高层(共7层),精装修,无
63.8,元亨花园,3室2厅1卫,6076,隆昌市－隆昌城区－望城街46号,105,19.14,2001,南北,普通住宅,低层(共7层),精装修,无
66.8,西锦园,3室2厅2卫,6423,东兴区－月儿湾－兴隆路382号,104,20.04,2012,南北,普通住宅,低层(共6层),精装修,无
39.8,新华街一段32号院,3室2厅1卫,3980,隆昌市－隆昌城区－新华街一段32号,100,11.94,2000,南北,普通住宅,高层(共7层),简单装修,无
63.8,公路小区,3室2厅2卫,4987,隆昌市－隆昌城区－石油路23 ,127.9,19.14,2006,南北,普通住宅,高层(共7层),精装修,无
45.3,东林新城,3室2厅1卫,4483,资中县－资中城区－东林路,101,13.58,2005,南北,普通住宅,高层(共7层),精装修,无
60.8,南亚风情,3室2厅2卫,2909,东兴区－月儿湾－兴盛路768号,209,18.24,2010,南北,普通住宅,高层(共7层),精装修,无
61.8,二医院家属楼,3室2厅2卫,5291,威远县－威远城区－外北路262号,116.8,18.54,2019,南,普通住宅,中层(共33层),毛坯,有
48.8,苌弘丽景,3室2厅1卫,5304,"资中县－资中城区－苌弘路,平安大道",92,14.64,2012,南北,普通住宅,中层(共19层),毛坯,有
58.8,广场花园,3室2厅2卫,4567,资中县－资中城区－东干道东376号,128.8,17.64,2012,南北,普通住宅,中层(共7层),精装修,无
52.8,金山一品,3室2厅2卫,5814,"资中县－资中城区－资州大道,近抚琴街",90.8,15.84,2013,南北,普通住宅,中层(共33层),毛坯,有
56.6,蜀龙子都,3室2厅1卫,6988,隆昌市－隆昌城区－人民中路18号,81,16.98,2013,南,普通住宅,低层(共7层),精装修,无
77.8,花满庭,3室2厅1卫,7073,东兴区－新六中－汉安大道西380号,110,23.34,2015,南北,普通住宅,高层(共33层),精装修,有
61.8,电力名城1区,3室2厅2卫,4905,东兴区－新六中－汉安大道西368号,126,18.54,2004,南北,普通住宅,中层(共6层),精装修,无
56,金华路法院住宅区,3室2厅2卫,4786,隆昌市－隆昌城区－金华路29号,117,16.8,2005,南北,普通住宅,高层(共7层),精装修,无
51.8,枇杷花苑,3室2厅1卫,6336,东兴区－月儿湾－兴盛路西段241号,81.8,15.54,2007,南北,普通住宅,中层(共6层),精装修,无
49.8,凤凰城,3室2厅1卫,6148,"资中县－资中城区－321国道,近资州大道",81,14.94,2014,南北,普通住宅,中层(共33层),毛坯,有
54.5,现代国际,3室2厅1卫,5590,资中县－资中城区－资州大道南一段46号,97.5,16.35,2013,南北,普通住宅,高层(共30层),毛坯,有
48,丹桂华府,3室2厅1卫,5316,资中县－资中城区－东大道南三巷,90.3,14.4,2012,南北,普通住宅,高层(共15层),简单装修,有
47.6,枇杷花苑,3室2厅1卫,5011,东兴区－月儿湾－兴盛路西段241号,95,14.28,2006,北,普通住宅,中层(共7层),精装修,无
69.8,西浦观邸第一城,3室2厅2卫,7756,市中区－城西－甜城大道南段488号,90,20.94,2016,南,普通住宅,低层(共33层),精装修,有
69.8,凤凰城,3室2厅2卫,6123,"资中县－资中城区－321国道,近资州大道",114,20.94,2013,南北,普通住宅,低层(共33层),精装修,有
99.6,隆城1号,3室2厅2卫,9577,"隆昌市－隆昌城区－人民中路,近中山路",104,29.88,2016,南北,普通住宅,中层(共18层),精装修,有
69.8,凤凰城,3室2厅2卫,7271,"资中县－资中城区－321国道,近资州大道",96,20.94,2014,南,普通住宅,低层(共32层),精装修,有
71.2,电力名城1区,3室2厅2卫,5696,东兴区－新六中－汉安大道西368号,125,21.36,2010,南北,普通住宅,中层(共6层),精装修,无
36.8,西街198号院,3室2厅1卫,4907,资中县－资中城区－西街198号,75,11.04,1998,南北,普通住宅,低层(共9层),精装修,无
73.8,凤凰城,3室2厅2卫,8030,"资中县－资中城区－321国道,近资州大道",91.9,22.14,2015,东,普通住宅,低层(共18层),精装修,有
61.8,金山晶座,3室2厅1卫,7023,资中县－资中城区－滨江西路236号,88,18.54,2015,南北,普通住宅,高层(共31层),精装修,有
49.8,和喜御南台,3室2厅2卫,5596,"资中县－资中城区－资州大道,近春岚北路",89,14.94,2019,南,普通住宅,低层(共18层),毛坯,有
